const,open,high,low,close,volume,num_trade,last_bid,last_ask,bid_twap,num_lift,lift_vwap,lift_volume,num_hit,vwap,ask_twap,hit_vwap,hit_volume,spread,half_spread,hit_pressure,lift_pressure,imb_ratio,lift_pre,lift_change,hit_pre,hit_change,last_mid,twap_mid,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_0,HT_PHASOR_1,HT_SINE_0,HT_SINE_1,HT_TRENDMODE,ADD,DIV,MAX,MAXINDEX,MIN,MININDEX,MINMAX_0,MINMAX_1,MINMAXINDEX_0,MINMAXINDEX_1,MULT,SUB,SUM,ATAN,CEIL,COS,FLOOR,LN,LOG10,SIN,SQRT,TAN,TANH,ADX,ADXR,APO,AROON_0,AROON_1,AROONOSC,BOP,CCI,CMO,DX,MACD_0,MACD_1,MACD_2,MACDEXT_0,MACDEXT_1,MACDEXT_2,MACDFIX_0,MACDFIX_1,MACDFIX_2,MFI,MINUS_DI,MINUS_DM,MOM,PLUS_DI,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,RSI,STOCH_0,STOCH_1,STOCHF_0,STOCHF_1,STOCHRSI_0,STOCHRSI_1,TRIX,ULTOSC,WILLR,BBANDS_0,BBANDS_1,BBANDS_2,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MAMA_0,MAMA_1,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,CDL2CROWS,CDL3BLACKCROWS,CDL3INSIDE,CDL3LINESTRIKE,CDL3OUTSIDE,CDL3STARSINSOUTH,CDL3WHITESOLDIERS,CDLABANDONEDBABY,CDLADVANCEBLOCK,CDLBELTHOLD,CDLBREAKAWAY,CDLCLOSINGMARUBOZU,CDLCONCEALBABYSWALL,CDLCOUNTERATTACK,CDLDARKCLOUDCOVER,CDLDOJI,CDLDOJISTAR,CDLDRAGONFLYDOJI,CDLENGULFING,CDLEVENINGDOJISTAR,CDLEVENINGSTAR,CDLGAPSIDESIDEWHITE,CDLGRAVESTONEDOJI,CDLHAMMER,CDLHANGINGMAN,CDLHARAMI,CDLHARAMICROSS,CDLHIGHWAVE,CDLHIKKAKE,CDLHIKKAKEMOD,CDLHOMINGPIGEON,CDLIDENTICAL3CROWS,CDLINNECK,CDLINVERTEDHAMMER,CDLKICKING,CDLKICKINGBYLENGTH,CDLLADDERBOTTOM,CDLLONGLEGGEDDOJI,CDLLONGLINE,CDLMARUBOZU,CDLMATCHINGLOW,CDLMATHOLD,CDLMORNINGDOJISTAR,CDLMORNINGSTAR,CDLONNECK,CDLPIERCING,CDLRICKSHAWMAN,CDLRISEFALL3METHODS,CDLSEPARATINGLINES,CDLSHOOTINGSTAR,CDLSHORTLINE,CDLSPINNINGTOP,CDLSTALLEDPATTERN,CDLSTICKSANDWICH,CDLTAKURI,CDLTASUKIGAP,CDLTHRUSTING,CDLTRISTAR,CDLUNIQUE3RIVER,CDLUPSIDEGAP2CROWS,CDLXSIDEGAP3METHODS,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,BETA,CORREL,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,ATR,NATR,TRANGE,AD,ADOSC,OBV
0.0,100878061.60289927,190408841.9864171,187464753.67507687,363385702.48446685,10.13639308732228,32.35294793264406,1200982318.968753,1064810151.2501746,4661127078.102033,13.467061473993443,4012253.868861835,4.546923908062501,14.428811555072398,16989392.189356398,4660367396.021567,4437138.161957115,5.104090123805198,860944298866.4684,4370305315255.212,2.3896669074080297,2.3689454155549803,1.1742101590803256,2.688064317721399,1.764319567857318,2.7100228494424075,1.7031382819949816,4246675744.8095202,18601306946.250065,1.2559085260015213,3.1628617126110457,5.425653949432892,2.893258071659514,3.889345773635127,7.044055236279826,1.1709728700813828,inf,4.403073124000456,inf,inf,inf,inf,inf,inf,inf,inf,536.2605813262613,35.32571017338245,inf,333.8651611341107,88942.60491094243,1.1107320348380239,88913.34250717852,inf,inf,1.0812548036103402,20233.93349852383,1.0073289348952008,7.0712664075888005,15.543703295763159,11.062432886133179,26107823926785.484,241435.49785589174,246653.77445595767,625266.3828109861,10.311284720621114,6.165003644781349,inf,2.747373606495967,617087.9325664229,696056.8404116126,92033.7310664638,93824992236885.33,67.65629319729558,23.730057691675615,630967.4685036851,680647.0066139122,93343.59575985112,1.8095046062742324,2.6754106217492732,21.750625588704573,17.88569344221456,2.996147157000467,22.30853957460449,3.59386466204519,1286742750677284.5,9007199254740992.0,inf,3002399751580330.5,inf,inf,11.73850303241156,9.402221257113563,inf,4.851620121434906,5.124336937297225,2.0802828371356945,3.5639470754218903,7.168681206197666,9376371.110775074,76854464.19072032,9811048.104350984,21056548.93345934,63790563.13003158,1846097.0406349334,502914.42693544924,inf,2664163.559918311,3201181.115782444,4106343.0770649025,2476593.907545981,192062.30948268287,2.8609899512765624,inf,170115762.93902224,19056253.954920366,47986961.42462146,196558138.54113644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.034785477044869,NaN,12.403649129539936,NaN,NaN,NaN,4.622380444168005,1.0162886026055868,22888.915349335613,1.034078309172705,NaN,NaN,1.1032559101968766,21.7750962461413,1.3764599046121826,4.677730952696868,1.3611612436168279,1.337663918386361,45.21111457867491,1.0014179463302015,NaN,NaN,NaN,NaN,1.175208959843019,NaN,NaN,NaN,47.56661956583341,5.379029570760885,24.556557982490304,1.5728709527971363,NaN,NaN,NaN,NaN,NaN,5.421312095446156,NaN,1.4715736906720072,NaN,2.1484466417172676,37.9386351600716,NaN,NaN,22877.176201969585,NaN,NaN,1.0086240757209848,NaN,NaN,NaN,1622489044.2965543,inf,3513484019.887975,3994945224.175023,1.135396464492696,1.711171704466341,559729271.1948568,14289.567213301993,4317231.545507838,14479.55022611249,12.013450344229815,322860993.93323636,4.46659166973571,32.83493021058266,4.265428514553216,21.97767920953832,6.71955116952467,1.0920731441323885,3.818238418388935
